哈希值,标题,公布日期,实施日期
ba4cbbf3f8bde197b48149f7980d271a,四川省防灾避险人员安全转移若干规定,2024-12-04,2024-12-04
278c1fa82ae61ea7bdeff077600e4864,四川省高标准农田建设管理条例,2024-12-04,2025-03-01
af77150945ab79ed2e2efa377f24ced8,新疆维吾尔自治区实施《中华人民共和国防沙治沙法》办法,2024-12-03,2025-01-01
b31c90c70ca2ad76608fa88df32b01ad,天津市无线电管理条例,2024-12-03,2025-01-01
fb2088cb149c532d5f9ca56c12c40fd3,天津市野生动物保护条例,2024-12-03,2025-01-01
94c2c3e1e7a45ecf2643e8c8ae9c986d,辽宁省电信管理条例,2024-11-29,2024-11-29
107985b7edd1e2e40fbd41333a59bd95,辽宁省人力资源市场条例,2024-11-29,2025-02-01
2a2b9ab48b594b997d3e6a169ae10d0a,辽宁省预算审查监督条例,2024-11-29,2024-12-01
be3a0f625c4da5233e54df9632baaa07,福建省人力资源市场条例,2024-11-29,2025-03-01
27cc433e71fbf3a771d1af41c973823d,甘肃省各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-29,2025-01-01
5cbfedb24b5ea5b09ae3d1172452e93d,甘肃省噪声污染防治若干规定,2024-11-29,2025-01-01
93dfef264fc672d3f643323cf7610c82,甘肃省优化营商环境条例,2024-11-29,2025-01-01
94105c4467f5c6585f158f341f33fff1,湖南省社区养老服务设施配建若干规定,2024-11-29,2025-01-01
234a07002330435e3259cb465fc0f32a,湖南省优化营商环境条例,2024-11-29,2025-01-01
73ce68f8b132393eb93a6e7891b8132e,湖南省规范性文件备案审查条例,2024-11-29,2024-11-29
549aa15d32a1a84908ecb319ee8694df,湖南省水污染防治条例,2024-11-29,2025-05-01
9d583088be36aea0a69ef2ad27dc8a98,湖南省职业教育条例,2024-11-29,2025-01-01
00f8f38356d6550602f1032a9c6dfc69,湖南省募捐条例,2024-11-29,2024-11-29
bd0d79a7d5c7d997d67cbad3f158baf0,湖南省林业条例,2024-11-29,2024-11-29
4ab081d9f15edc3217cadc81195f5905,湖南省实施《中华人民共和国消防法》办法,2024-11-29,2024-11-29
fbea8ded8b9ae5ba20799b715b10480c,湖南省爱国卫生条例,2024-11-29,2024-11-29
44932163eb4102ac7eaf51a769c7fdf2,湖南省人民代表大会常务委员会议事规则,2024-11-29,2024-11-29
198357cf44e5f37b6e19fa3528d797be,湖南省人民代表大会议事规则,2024-11-29,2024-11-29
9b78cf4fd9142db01849740e12234dcb,湖南省水能资源开发利用管理条例,2024-11-29,2024-11-29
18a12abdcb3dad5ba5db21ebc0a02859,湖南省乡村振兴促进条例,2024-11-29,2024-11-29
722e89e6f126697975fa23231561a2b9,湖南省财政监督条例,2024-11-29,2024-11-29
35a124b1b7f5eae582794523fb20276f,湖南省城市综合管理条例,2024-11-29,2024-11-29
ea155f50c6ecbe661c9c6fff3faec5c6,湖南省环境保护条例,2024-11-29,2024-11-29
8f9d4f086c38be9a1da7e610c4ea61bb,湖南省劳动保障监察条例,2024-11-29,2024-11-29
7195271fb9bc3375a2768138c833e2ee,湖南省渔业条例,2024-11-29,2024-11-29
71901a4413386693afa231b0c10de7a0,湖南省散装水泥条例,2024-11-29,2024-11-29
5eaffb5fcd6d6edeb3f2f89e5c878efc,湖南省实施《中华人民共和国港口法》办法,2024-11-29,2024-11-29
2de1a345efa34526a050bf25528a986b,湖南省农业机械管理条例,2024-11-29,2024-11-29
22368e2126bf168b03420dede9cff6c9,湖南省实施《中华人民共和国会计法》办法,2024-11-29,2024-11-29
3f96ba586c30d91a2b7a6bed8e11dbc9,湖北省各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-29,2025-03-01
0bd56903e698109629783bc47f761502,海南省各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-29,2025-01-01
95c975a82f254868406d2202d75b45b7,海南省燃气管理条例,2024-11-29,2025-01-01
a84ff264ecd17b26fc7f900853e6376c,海南省文物保护条例,2024-11-29,2025-03-01
b6b4654ccdc963b327ee7f77719f1ffc,河南省黄河防汛条例,2024-11-29,2024-11-29
4fc0c829f907501a257ae19f2c32f17f,河南省黄河工程管理条例,2024-11-29,2024-11-29
58bdd644f66e2811b2ea854aff874e9f,河南省燃气管理条例,2024-11-29,2025-04-01
408c7608c593ab0203f1671a77534d3e,河南省固体废物污染环境防治条例,2024-11-29,2025-03-01
2c1fd419abdf2c48fb4f78a70afb5af3,河南省实施《中华人民共和国黄河保护法》办法,2024-11-29,2025-04-01
ef13acf137197784615a88d331c7f3b8,河南省失业保险条例,2024-11-29,2025-03-01
bb08b107cf4b9beadb461836494981b4,河南省人民代表大会常务委员会济源产城融合示范区工作委员会工作条例,2024-11-29,2024-11-29
5253654047a6efc5a42e8b2de58f4a41,河南省各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-29,2025-03-01
ebef5bd18e3c204dd19769a3c8ba7d88,新疆维吾尔自治区矿产资源管理条例,2024-11-29,2024-11-29
d8b3114c8205069a9f08279cb3907835,新疆维吾尔自治区实施《中华人民共和国人民防空法》办法,2024-11-29,2024-11-29
225e0160d2cb14b57ed9f9611d455a7f,新疆维吾尔自治区实施《中华人民共和国野生动物保护法》办法,2024-11-29,2024-11-29
9bfe4ccc870c0252b1e6be00c8812508,新疆维吾尔自治区计量监督管理条例,2024-11-29,2024-11-29
b370b5e9ec81bf05031fc126d5758de3,新疆维吾尔自治区农村集体经济组织资产管理条例,2024-11-29,2024-11-29
1cbc6130253f304e53bd7064236ca81d,新疆维吾尔自治区气象条例,2024-11-29,2024-11-29
ac0caec4514ce6aef69150aabe283c23,新疆维吾尔自治区农业机械安全监督管理条例,2024-11-29,2024-11-29
a532cb90d12197a3b0c0cf50bd0fb9dc,新疆维吾尔自治区河道管理条例,2024-11-29,2024-11-29
a490425fdd85b7bc552f26edc96cdff7,新疆维吾尔自治区消防条例,2024-11-29,2024-11-29
8de34fd4a57e2bd948a3923965397c38,北京市优化营商环境条例,2024-11-29,2024-11-29
87ea130e586312fcc84eec85b35a5141,重庆市供销合作社条例,2024-11-28,2025-01-01
226453ceed4c1db843bc2a8f91aa45a2,重庆市精神卫生条例,2024-11-28,2025-03-01
1c018d1c2af1f889985189910d0313d2,重庆市台湾同胞投资促进条例,2024-11-28,2025-01-01
ee7eba05679049a30db55a7c8a68982a,重庆市大综合一体化行政执法条例,2024-11-28,2024-12-15
dfcab828570a99881b69aa46c80c7e8d,西藏自治区各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-28,2025-01-01
fd753cd2b05ec211e3e7daa34a4170b6,西藏自治区实施《中华人民共和国国家安全法》办法,2024-11-28,2025-01-01
8a8516ab062e8da6f386afa3c7852073,西藏自治区道路运输条例,2024-11-28,2025-03-01
1d50611a9643e0c63911c1e6809dc19f,西藏自治区湿地保护条例,2024-11-28,2025-02-01
60f137423da96407045f14fb335aa744,河北省实施《中华人民共和国工会法》办法,2024-11-28,2025-01-01
7a364fb1a56464dfd542ccc5ad77013f,河北省企业民主管理条例,2024-11-28,2024-11-28
41eaa989abe8f614aea250855c706723,河北省食盐加碘消除碘缺乏危害监督管理条例,2024-11-28,2024-11-28
7fa614512329706eafdb9f72d2e2571a,河北省乡镇人民代表大会条例,2024-11-28,2024-11-28
b85688a0b9128a7cbe4aec3c4bcd781d,河北省优化营商环境条例,2024-11-28,2024-11-28
a6ef36f53cc047e358e5b0db86bacadc,河北省专利条例,2024-11-28,2024-11-28
be4f3d488d29666665e4e5d0bbd17579,河北省商品条码管理条例,2024-11-28,2024-11-28
0d53ee4b8a74b938fadaac02b2f5077e,河北省中医药条例,2024-11-28,2024-11-28
991f183a144604c6f343a8f14276d5d4,河北省农民工权益保障条例,2024-11-28,2024-11-28
8c649f9f6d8b5b07ba85fcbfe5d3e6a5,河北省测绘地理信息条例,2024-11-28,2025-03-01
4a9a51d5d53eaa9ffc4e3e520b4d6dac,河北省法律援助条例,2024-11-28,2025-01-01
db7e4f502d4b5f3a06bbad64eb93aef5,河北省动物防疫条例,2024-11-28,2025-01-01
07951c9a4c248dee49c0c3aa99230053,江西省建筑管理条例,2024-11-28,2024-12-01
d74d34507c87c3121ceecdb97816b8d7,江西省企业权益保护条例,2024-11-28,2024-12-01
c7e94744a994bafd1a2389531b9a60d9,江西省爱国卫生条例,2024-11-28,2025-03-01
7ca1b4ff7e1a6675b2a1f76abfcb59e0,江西省公路条例,2024-11-28,2025-03-01
af452073ee69a6ed12be1877fe40636b,江西省动物防疫条例,2024-11-28,2025-01-01
61c67cc773560a0c31c9b7bf810317c5,江苏省各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-28,2025-07-01
fee34e53e28cb14df92eec0b0bd92d5c,江苏省地下水管理条例,2024-11-28,2025-03-01
8931770c649e1fb9f695ec667221bb36,江苏省产业技术研究院发展促进条例,2024-11-28,2025-01-01
15e18e5282994decff725a25cd9e0d44,新疆维吾尔自治区实施《中华人民共和国档案法》办法,2024-11-28,2025-03-01
a376a42bc09a5d6b3abe2b420871a0cc,广西壮族自治区城市房地产开发经营管理条例,2024-11-28,2024-11-28
79d243ab6ab68049ffd2ee50527e3638,广西壮族自治区渔港渔业船舶管理条例,2024-11-28,2024-11-28
f435bad5f94c818f676996023090d670,广西壮族自治区海域使用管理条例,2024-11-28,2024-11-28
72d0e20eecebb1b97c04b7a456d2bff1,广西壮族自治区农业机械化促进条例,2024-11-28,2024-11-28
7d7035effed910988fdc6928676c0eb5,广西壮族自治区港口条例,2024-11-28,2024-11-28
05c38a2b01d640adade633dcf8397913,广西壮族自治区邮政条例,2024-11-28,2024-11-28
1ed2c5d9045cae80af5e817aa59e1a54,广西壮族自治区新型墙体材料促进条例,2024-11-28,2024-11-28
7865076ee090fe08b6de1066ad4ca6a1,广西壮族自治区农业机械安全监督管理条例,2024-11-28,2024-11-28
153de137ada6e3bf0a7470a1511240fe,广西壮族自治区水能资源开发利用管理条例,2024-11-28,2024-11-28
f8532c743bf41b05c0195670cd3852ef,广西壮族自治区地质环境保护条例,2024-11-28,2024-11-28
fe02f1a2d6d5fa490c53bc85cbd8c8d8,广西壮族自治区道路运输管理条例,2024-11-28,2024-11-28
4c354f2deb902c93a6a24291e3df07a5,广西壮族自治区企业工资集体协商条例,2024-11-28,2024-11-28
7720e4fd15219aac9415ba4f06513276,广西壮族自治区实施《中华人民共和国台湾同胞投资保护法》办法,2024-11-28,2024-11-28
c9ca0931acf0e4beb19a4edffe7f27cc,广西壮族自治区蚕种管理条例,2024-11-28,2024-11-28
44f9b5e3ba19897a81b39725219f64c6,广西壮族自治区技术市场管理条例,2024-11-28,2024-11-28
ba87c96532c6ad3008c5c45d20ded20a,广西壮族自治区人民代表大会代表视察办法,2024-11-28,2024-11-28
423911f85b465bb814a9eedd0a3a577c,广西壮族自治区立法条例,2024-11-28,2024-11-28
09d3ccf8473214a1fb509571b7364a1e,广西壮族自治区各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-28,2024-11-28
1541baf2afe417d1a076581f6ef7986a,广西壮族自治区各级人民代表大会常务委员会执法检查条例,2024-11-28,2024-11-28
0b06cd1574f4cbb8e881e8c676a6b097,广西壮族自治区多元化解矛盾纠纷条例,2024-11-28,2025-01-01
e7ecba339e795516034e9a49ead4bbe0,广东省新型农村集体经济发展促进条例,2024-11-28,2025-05-01
65203f2e2b7e412caef3a6ce221409d9,广东省见义勇为人员奖励和保障条例,2024-11-28,2025-03-01
fdd1d328ed37b8714513b9fc19533e0e,广东省公共文化服务促进条例,2024-11-28,2025-01-01
75a019258563fe1cfb5e513b3ab5e332,宁夏回族自治区实施《中华人民共和国水法》办法,2024-11-28,2024-11-28
a3933c82ae78fbc2342373df2907a2ff,宁夏回族自治区生态环境保护条例,2024-11-28,2025-01-01
e6675916b7dac9038d3f12dc363463a9,宁夏回族自治区国土空间规划条例,2024-11-28,2025-01-01
62675ff97364d551190d599ae2f8e67f,内蒙古自治区生态环境保护条例,2024-11-28,2025-03-01
e2318ea288eaaf631f430cbadf21afd4,内蒙古自治区机关运行保障条例,2024-11-28,2025-01-01
ea155fcefea14f1297b4bff8045e93cc,云南省企业职工基本养老保险条例,2024-11-28,2024-11-28
f914a3efab26231dbb5f7fc72b0eb39e,云南省劳动监察条例,2024-11-28,2024-11-28
f564d04d8ef5cd0a9903c8a502dcbe13,云南省建设工程招标投标管理条例,2024-11-28,2024-11-28
dd8a3ea6d3893134481a07996ee3315f,云南省电力设施保护条例,2024-11-28,2024-11-28
fd1672ba3c1763b4c99b0b2aa0ee4be8,云南省建筑市场管理条例,2024-11-28,2024-11-28
07a7e7172f57562637ab15bbf20ae8e2,云南省建设工程勘察设计管理条例,2024-11-28,2024-11-28
f8782d1e88a3d6087fab8646955fcbb5,云南省土地管理条例,2024-11-28,2025-01-01
a91ca3a4e18c6868bf9a0a2a37e58fd3,云南省乡村振兴促进条例,2024-11-28,2025-01-01
4907c3a946779cf45be0f73a11bd07a6,上海市人民代表大会常务委员会规范性文件备案审查条例,2024-11-28,2024-12-01
627b31c746c3710f13aa918224b18599,上海市促进农业科技进步若干规定,2024-11-28,2025-01-01
f09d518c92a07c04eed0102a088e5b14,上海市公共图书馆条例,2024-11-28,2025-01-01
ed921aff7a2ede2beee393c10eaa0b23,江苏省固体废物污染环境防治条例,2024-11-28,2025-03-01
47e5298f08e075b447ff1897ee182d85,上海市促进浦东新区保税维修业务发展若干规定,2024-11-28,2025-01-01
72d641278ee3596cf98bb79693fbe8a1,上海市促进浦东新区商事调解规定,2024-11-28,2024-12-01
0bc704abf6ae7e59f0d2880ed5098a7b,青海省公路路政条例,2024-11-27,2024-11-27
1aa2351977b9c3be7677dd4297e523e6,青海省电梯安全条例,2024-11-27,2024-11-27
c2d3d550f68194966564e0f8bab95416,青海省实施《中华人民共和国母婴保健法》办法,2024-11-27,2024-11-27
b5cc05c1b06b537436ad026afb54731a,青海省实施《中华人民共和国归侨侨眷权益保护法》办法,2024-11-27,2024-11-27
a5c55df44f6e79fd52c7dcd67fe1f0d9,青海省实施《中华人民共和国人民防空法》办法,2024-11-27,2024-11-27
15f12cc2848746641e0cafa61ba8d38f,青海省枸杞产业发展促进条例,2024-11-27,2025-02-01
552df78217a888ca9d45b9f89dbc5505,陕西省节约用水条例,2024-11-27,2025-03-01
f8fc86c41e2607263ba60b88a09b50a1,浙江省未成年人保护条例,2024-11-27,2025-01-01
c7e6f0315443cf4fe9394d469c7470e6,浙江省各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-27,2025-01-01
cffb797b4f7deaa252ca7e5f8632dea2,浙江省“千万工程”条例,2024-11-27,2025-01-01
c8ebb19710080240b784decb93ae3859,吉林省林木种子条例,2024-11-27,2024-11-27
18d8ac9a9f7a338291f9917cbcabca1b,吉林省劳动保障监察条例,2024-11-27,2024-11-27
23dcdce9e2d4528dde4e2a3e0f4c14b0,吉林省散居少数民族权益保障条例,2024-11-27,2024-11-27
3ddceea9b5242978aac5e5e6d5c17e10,吉林省无线电管理条例,2024-11-27,2024-11-27
26f972c051d25418fa8be4568646bf9b,吉林省旅游条例,2024-11-27,2024-11-27
d34c663d9c6fb6df8c04243d875aacbb,吉林省劳动合同条例,2024-11-27,2024-11-27
201e21e68d3914bc444eff042c638a6d,吉林省文物保护条例,2024-11-27,2024-11-27
f2ec2fe137a323d84cc727324d64b768,吉林省城市公共客运管理条例,2024-11-27,2024-11-27
870fb0991f095db3e0d468122fe0977c,吉林省邮政条例,2024-11-27,2025-03-01
c95a7f06ae23e896fc2966e17cba0765,吉林省科学技术进步条例,2024-11-27,2025-01-01
157228a08fb43f20f2cd889b51952702,陕西省实施《中华人民共和国老年人权益保障法》办法,2024-11-27,2024-11-27
b2de50149b7fe1b0c76821a69a4e83e3,陕西省实施《中华人民共和国残疾人保障法》办法,2024-11-27,2024-11-27
4370d6b15957187ff886915044ac184a,陕西省农业机械管理条例,2024-11-27,2024-11-27
ff4106fdf08ff74c7ac3742d5cbcb45b,陕西省生态环境监测服务监督管理规定,2024-11-27,2025-01-01
f765ce0884bb6e93706bdb78279880a0,陕西省建筑市场管理条例,2024-11-27,2024-11-27
e145a3c57dbbf6bc794cc29a3d338554,陕西省国家建设项目审计条例,2024-11-27,2024-11-27
457c3693aaceb85130f5ec8d5734f5f7,安徽省优化营商环境条例,2024-11-26,2024-11-26
3fce51330f4ef44b9c7f6b60cab26605,安徽省环境保护条例,2024-11-26,2024-11-26
6fb250478ab9f399d9cf3a19d660589e,安徽省价格条例,2024-11-26,2024-11-26
f90b209d2f8f70a574624627b5997229,安徽省实施《中华人民共和国固体废物污染环境防治法》办法,2024-11-26,2024-11-26
ff97635ecc88b8d6bab4b3cbed8596da,安徽省各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-26,2025-01-01
f8e4352ccbb94f56e25bfa513989e727,安徽省实施《中华人民共和国妇女权益保障法》办法,2024-11-26,2025-01-01
0c6847cbb17d3ad9a39de73ecb715e16,安徽省实施《中华人民共和国标准化法》办法,2024-11-26,2025-03-01
e1d5cf4a6155f039c93a1d1717b39fbc,山西省乡镇人民代表大会工作条例,2024-11-22,2025-01-01
c9d60cc1466a2586d65f6f1afe1d6416,山西省人工影响天气管理条例,2024-11-22,2025-01-01
95400ca08842d22347e99bd38b2c6439,山西省高速公路管理条例,2024-11-22,2025-01-01
598d9a7a876578c1a944f720f6ebad3c,山西省法律援助条例,2024-11-22,2025-01-01
5ee0ca4ba27be2bf16f163acba9d5f04,山东省院前急救条例,2024-11-20,2025-01-01
1aaa957edbdc634c184c5aaf29444705,山东省各级人民代表大会常务委员会规范性文件备案审查条例,2024-11-20,2025-01-01
31bcd1b6d640224defe7ddf9cef73b42,贵州省人民代表大会常务委员会组成人员守则,2024-11-15,2024-11-18
0f593a3318cb594e1af102b497308b8c,贵州省红色资源保护传承利用条例,2024-11-15,2025-01-01
7edfd73799e2d156b29fcdb228cc0fa5,贵州省交通运输综合行政执法条例,2024-11-15,2025-03-01
ddff3ee6b13e191f742f387d21161141,黑龙江省档案条例,2024-10-31,2025-01-01
da53e4df90e4feb75147fcd4fb01aef6,黑龙江省固体废物污染环境防治条例,2024-10-31,2025-01-01
b0cfb4ef19486a597f9fcd0cdb3a9cd3,黑龙江省粮食安全保障条例,2024-10-31,2024-12-01
80857084e08f0e804eb9ac8acf08d10b,新疆维吾尔自治区各级人民代表大会常务委员会规范性文件备案审查条例,2024-10-06,2025-01-01
f8766a0b429bd8465f98947d8612b124,新疆维吾尔自治区禁毒条例,2024-10-05,2025-01-01
30719c5222f883b82127a91ec26b073a,新疆维吾尔自治区民用爆炸物品安全管理条例,2024-10-04,2025-01-01
da42d8c6596bb669fd6c6c7886591d5f,新疆维吾尔自治区质量促进条例,2024-10-03,2024-11-01
f15b5b68be6da9d3f21b18bb5e538276,河南省城镇排水与污水处理条例,2024-09-30,2025-02-01
20ba459435184fc84e67286f0d35f870,河南省专利促进和保护条例,2024-09-30,2025-01-01
69954786546213ec2fa86872e10b3c77,安徽省实施《中华人民共和国红十字会法》办法,2024-09-30,2024-12-01
7c7cd622e76449c51fe5e0ce793a12f3,安徽省实施《中华人民共和国湿地保护法》办法,2024-09-30,2024-12-01
42de65d319b3cd508bbf7a54f64bed17,安徽省企业技术改造促进条例,2024-09-30,2024-12-01
1ea5355b1e1b064ea63b36146f1b8fcc,吉林省畜禽屠宰管理条例,2024-09-30,2024-09-30
9435453a3fa967ca6799b6867f0a7877,吉林省药品管理条例,2024-09-30,2024-09-30
55ad4da5841f2ec93a6ba47d338b6c72,吉林省物业管理条例,2024-09-30,2024-09-30
649e10a3aa11c1af760f88abfeb0620e,吉林省实施《中华人民共和国集会游行示威法》办法,2024-09-30,2024-09-30
610dd0d8aa67b1586e525af16e29155f,吉林省人力资源市场条例,2024-09-30,2024-09-30
1a370ad1ddc747204728f6b4f4cd75f0,吉林省道路运输条例,2024-09-30,2024-09-30
66e40ae7d179a014c83875be7286f035,吉林省城镇饮用水水源保护条例,2024-09-30,2024-09-30
e2bb6fa363122f0ce7af984b77a28afa,吉林省气象条例,2024-09-30,2024-09-30
6040b04fc0a90b9d2db2a6b545faa965,河南省畜牧条例,2024-09-29,2025-01-01
d9f527877f586230546d1105ec3a1409,河南省工会条例,2024-09-29,2025-01-01
895cdfd28926d67e1b507c1373a8323c,四川省湿地保护条例,2024-09-29,2024-12-01
c07ed6316b7517ebfa61d4157254be6b,四川省法律援助条例,2024-09-29,2025-01-01
7bd6516d42366d2f106a111271e6c261,四川省社会保障卡一卡通条例,2024-09-29,2025-01-01
5b790983a220f30f4803020b142bef2c,山西省红十字会条例,2024-09-28,2025-01-01
90d9a6ea96068ec6c3452a52b61cfbe3,山西省军事设施保护条例,2024-09-28,2025-01-01
4477c5af3ef9c69ba172efd97f144583,山西省体育发展条例,2024-09-28,2025-01-01
99ff76a4dec74c48360712706dad8177,陕西省民用建筑节能与绿色发展条例,2024-09-27,2025-01-01
9278f0e4825994a9fd3b554c80b9f82d,陕西省工会劳动法律监督条例,2024-09-27,2025-01-01
cffc5505c21260d0c331f546c112e129,陕西省县级人民代表大会常务委员会街道工作委员会工作条例,2024-09-27,2025-01-01
65b67f5cfb7a1dd9f257a06440b12b2d,福建省各级人民代表大会常务委员会规范性文件备案审查条例,2024-09-27,2024-09-27
f1e5321eca1f5f000652b845c88ba7b1,福建省促进公平竞争条例,2024-09-27,2024-12-01
8640bab9d52985244ab705f7ce2efd4c,福建省粮食安全保障条例,2024-09-27,2025-01-01
df17ff147575090fc04027028dae1da7,海南省农产品质量安全若干规定,2024-09-27,2025-01-01
9c8bcee071cfe189fab2c6e54fe4b795,海南省林长制规定,2024-09-27,2024-11-01
dea256f5a7e52daba49f79fe9c3fada0,浙江省婚假规定,2024-09-27,2024-09-27
a5539fafe8621cd7ec5bbdaa62460f63,浙江省绿色低碳转型促进条例,2024-09-27,2025-01-01
72cda12c584f16a6024bc5a8fc5e3cb1,浙江省国土空间规划条例,2024-09-27,2025-01-01
3e89832c85174b04b14fa89aed63ba0e,天津市人民代表大会常务委员会人事任免办法,2024-09-27,2024-09-27
1fa5dc88f73da153bd5ac03d4a8a113f,天津市公共消防设施管理条例,2024-09-27,2024-11-09
24e3d3834b5af9e4eafecf22fbd80138,天津市安全生产条例,2024-09-27,2024-11-01
94e9c4318ad0736b9a5876ce3d6e2511,天津市促进会展业发展条例,2024-09-27,2024-11-01
d3ca909533b3c3b4db025732055e5819,天津市法律援助若干规定,2024-09-27,2024-11-01
bd1014a205632f2b462776be5766093a,天津市人民代表大会常务委员会和区人民代表大会常务委员会规范性文件备案审查条例,2024-09-27,2024-11-01
156867071049bb8d5b81c784757befdf,天津市推进京津冀社会保障卡一卡通规定,2024-09-27,2024-09-27
21711cc98903843672f1021a1f910dbc,北京市各级人民代表大会常务委员会规范性文件备案审查条例,2024-09-27,2024-11-01
42184520da4dca8f63fd0d271b13a633,北京市推进京津冀社会保障卡一卡通规定,2024-09-27,2024-09-27
d957c42096e6ef6116a4aabf0d78e386,内蒙古自治区黑土地保护条例,2024-09-27,2024-12-01
e8d1706b2892711562da97c9f97fe84e,内蒙古自治区出生缺陷防治条例,2024-09-27,2025-01-01
a6f91ba80c16b67df842c79c4ebc4411,内蒙古自治区预算绩效管理条例,2024-09-27,2024-11-01
83a48c2f78fce371a1bc6963a2708159,上海市气象条例,2024-09-27,2024-11-01
df0ff20756acac0dda075dccb50887cc,上海市优化营商环境条例,2024-09-27,2024-11-01
0551b4d3149c12d2ae0540ad2bb6aebc,江苏省生活饮用水卫生监督条例,2024-09-27,2025-01-01
f990998555b50d66a5fec68d55cc3bb3,天津市乡、民族乡、镇人民代表大会工作若干规定,2024-09-27,2024-09-27
f86b7f185385a09dbcb73b28aa265fcd,江苏省法律援助条例,2024-09-27,2025-01-01
fef0e4b678bd31bb39afa8386b876e78,天津市实施《中华人民共和国台湾同胞投资保护法》办法,2024-09-27,2024-09-27
fa02f89295bb3dcffd99122ad526978a,上海市实施《中华人民共和国义务教育法》办法,2024-09-27,2024-09-28
a18e0c2823eff255c13895e79e0261c9,上海市绿色建筑条例,2024-09-27,2025-01-01
5824e257c000b388c6fa9b6ed0957990,上海市妇女权益保障条例,2024-09-27,2024-09-28
956f6359a8edb872a0350a3e2efe531e,江苏省林业有害生物防治条例,2024-09-27,2024-12-01
b30a37a8476c90128d675e167f74f4cb,上海市促进长三角生态绿色一体化发展示范区高质量发展条例,2024-09-27,2024-09-28
6427267a8971713afa404d06d8d28d5b,重庆市船舶污染防治条例,2024-09-26,2025-01-01
215483a76d141f9bc6380019e5337b30,重庆市法律援助条例,2024-09-26,2025-01-01
4a6c553cf6947c34739333ddf3c26f45,重庆市工业设计促进条例,2024-09-26,2024-10-31
b5ba95d6c6dfdc6afea9567da65686d2,重庆市社会保障卡一卡通条例,2024-09-26,2025-01-01
bf2afb3ca9ee982e825e1d29f3241748,辽宁省各级人民代表大会常务委员会规范性文件备案审查条例,2024-09-26,2024-09-26
7201f46e8e69dc7ac1c7880514518cbd,辽宁省档案条例,2024-09-26,2025-01-01
0cc7fe02df084a02b2d00fe4fc32d926,辽宁省固体废物污染环境防治条例,2024-09-26,2024-12-01
4e5b0611703910214a2bca8392ec01b1,西藏自治区立法条例,2024-09-26,2024-10-01
d736b8f9df871835307efbaf19ca71ab,西藏自治区优化营商环境条例,2024-09-26,2025-01-01
aacd01d7b1bee67e13773dd8d9ab6dfd,西藏自治区城乡社区治理促进条例,2024-09-26,2025-01-01
